indicator,País__ESTANDAR,Años__ESTANDAR,value,unit,notes_ids,source_id
Tasa de migración,Chile,1951,-3.70,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1952,-3.60,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1953,-3.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1954,-3.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1955,-3.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1956,-3.37,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1957,-3.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1958,-3.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1959,-3.32,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1960,-3.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1961,-3.26,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1962,-3.30,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1963,-3.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1964,-3.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1965,-3.77,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1966,-3.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1967,-4.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1968,-4.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1969,-3.82,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1970,-3.66,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1971,-3.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1972,-3.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1973,-3.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1974,-2.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1975,-2.86,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1976,-2.77,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1977,-2.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1978,-2.65,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1979,-2.63,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1980,-2.44,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1981,-2.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1982,-2.25,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1983,-1.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1984,-1.74,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1985,-1.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1986,-1.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1987,-0.94,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1988,-0.70,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1989,-0.47,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1990,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1991,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1992,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1993,0.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1994,0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1995,0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1996,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1997,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1998,0.73,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,1999,0.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2000,0.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2001,0.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2002,0.49,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2003,0.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2004,0.71,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2005,0.87,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2006,1.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2007,1.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2008,1.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2009,1.43,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2010,1.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2011,1.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2012,1.76,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2013,2.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2014,2.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2015,3.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2016,7.44,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2017,11.89,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2018,12.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2019,9.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2020,1.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2021,3.37,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2022,3.04,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2023,3.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2024,2.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2025,2.60,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2026,2.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2027,2.37,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2028,2.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2029,2.07,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2030,1.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2031,1.82,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2032,1.61,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2033,1.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2034,1.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2035,1.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2036,1.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2037,1.28,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2038,1.28,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2039,1.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2040,1.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2041,1.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2042,1.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2043,1.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2044,1.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2045,0.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2046,1.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2047,1.03,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2048,0.87,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2049,0.84,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2050,0.92,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2051,0.83,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2052,0.75,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2053,0.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2054,0.66,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2055,0.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2056,0.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2057,0.56,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2058,0.67,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2059,0.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2060,0.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2061,0.51,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2062,0.49,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2063,0.30,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2064,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2065,0.26,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2066,0.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2067,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2068,0.25,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2069,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2070,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2071,0.31,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2072,0.43,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2073,0.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2074,0.38,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2075,0.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2076,0.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2077,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2078,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2079,0.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2080,0.32,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2081,0.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2082,0.51,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2083,0.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2084,0.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2085,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2086,0.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2087,0.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2088,0.04,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2089,0.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2090,0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2091,0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2092,0.26,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2093,0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2094,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2095,0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2096,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2097,0.27,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2098,0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2099,0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Chile,2100,0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1950,-3.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1951,-2.98,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1952,-3.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1953,-3.73,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1954,-3.56,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1955,-3.56,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1956,-3.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1957,-3.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1958,-4.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1959,-3.38,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1960,-3.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1961,-2.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1962,-3.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1963,-3.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1964,-3.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1965,-2.85,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1966,-3.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1967,-2.98,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1968,-3.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1969,-3.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1970,-3.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1971,-3.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1972,-3.56,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1973,-3.39,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1974,-3.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1975,-3.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1976,-4.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1977,-2.77,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1978,-2.72,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1979,-2.50,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1980,-1.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1981,-1.89,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1982,-1.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1983,-0.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1984,-0.65,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1985,-0.73,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1986,-1.42,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1987,-1.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1988,-0.80,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1989,-0.67,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1990,-0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1991,-1.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1992,-0.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1993,-0.87,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1994,-0.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1995,-0.92,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1996,-0.78,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1997,-0.64,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1998,-0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,1999,-0.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2000,-0.71,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2001,-0.72,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2002,-0.60,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2003,-0.81,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2004,-0.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2005,-0.98,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2006,-0.92,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2007,-1.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2008,-1.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2009,-1.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2010,-0.76,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2011,-1.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2012,-1.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2013,-1.40,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2014,-1.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2015,-0.88,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2016,2.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2017,8.96,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2018,10.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2019,7.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2020,4.49,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2021,3.89,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2022,3.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2023,2.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2024,2.68,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2025,2.42,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2026,2.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2027,2.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2028,1.82,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2029,1.65,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2030,1.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2031,1.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2032,1.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2033,1.13,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2034,1.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2035,0.85,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2036,0.80,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2037,0.63,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2038,0.53,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2039,0.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2040,0.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2041,0.30,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2042,0.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2043,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2044,0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2045,0.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2046,0.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2047,0.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2048,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2049,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2050,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2051,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2052,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2053,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2054,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2055,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2056,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2057,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2058,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2059,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2060,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2061,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2062,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2063,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2064,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2065,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2066,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2067,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2068,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2069,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2070,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2071,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2072,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2073,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2074,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2075,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2076,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2077,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2078,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2079,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2080,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2081,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2082,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2083,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2084,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2085,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2086,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2087,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2088,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2089,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2090,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2091,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2092,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2093,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2094,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2095,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2096,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2097,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2098,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2099,-0.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Colombia,2100,0.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1950,0.42,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1951,0.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1952,0.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1953,0.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1954,0.64,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1955,0.66,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1956,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1957,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1958,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1959,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1960,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1961,0.67,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1962,0.65,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1963,0.63,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1964,0.61,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1965,0.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1966,0.57,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1967,0.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1968,0.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1969,0.57,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1970,0.62,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1971,0.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1972,0.70,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1973,0.74,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1974,0.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1975,0.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1976,0.99,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1977,1.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1978,1.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1979,1.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1980,1.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1981,0.99,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1982,0.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1983,0.94,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1984,0.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1985,0.86,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1986,0.82,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1987,0.78,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1988,0.81,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1989,1.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1990,2.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1991,3.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1992,3.98,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1993,4.28,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1994,4.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1995,4.70,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1996,4.81,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1997,4.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1998,4.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,1999,3.43,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2000,2.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2001,1.78,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2002,1.43,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2003,1.26,Tasa por 1.000 habitantes,,6547
